,sexC,ageC,raceC,MC,priors_count_C
3300,0,1,0,0,0
3301,0,1,0,0,5
3302,0,1,1,0,0
3303,0,1,3,0,0
3304,0,1,1,0,3
3305,0,1,2,0,0
3306,0,1,1,0,0
3307,0,1,3,0,0
3308,0,3,1,1,1
3309,0,1,0,0,7
3310,0,3,1,1,0
3311,1,1,0,0,11
3312,0,2,0,0,7
3313,0,1,0,0,1
3314,1,1,0,0,15
3315,0,1,1,0,9
3316,0,1,0,1,0
3317,0,1,0,0,4
3318,0,1,3,0,8
3319,1,1,1,0,0
3320,0,1,1,0,5
3321,0,1,1,0,0
3322,0,1,0,0,4
3323,0,1,2,4,0
3324,0,1,0,0,1
3325,0,2,2,0,5
3326,1,1,1,0,2
3327,0,2,1,1,0
3328,0,2,1,1,1
3329,0,1,1,0,3
3330,0,1,1,0,1
3331,0,1,0,0,0
3332,0,1,0,0,0
3333,0,1,1,0,5
3334,0,1,0,0,0
3335,0,1,0,0,8
3336,0,2,1,0,7
3337,0,2,0,0,3
3338,0,2,1,0,7
3339,0,1,1,1,5
3340,0,2,1,4,3
3341,0,1,1,0,0
3342,0,1,0,0,27
3343,0,2,0,0,5
3344,1,1,0,0,0
3345,0,0,1,0,0
3346,1,1,1,0,2
3347,0,1,1,0,0
3348,0,1,0,0,0
3349,0,1,0,0,1
3350,0,2,2,0,2
3351,0,1,0,0,0
3352,0,2,1,5,8
3353,1,1,1,0,0
3354,0,2,1,0,0
3355,0,2,1,0,16
3356,0,1,0,2,3
3357,0,2,0,0,0
3358,0,1,0,0,1
3359,1,1,0,0,0
3360,0,1,2,0,0
3361,0,0,3,0,3
3362,0,3,0,1,3
3363,0,1,0,1,11
3364,0,1,0,0,11
3365,0,1,0,1,4
3366,0,1,3,2,0
3367,1,0,0,0,1
3368,1,1,1,0,1
3369,0,1,0,1,0
3370,0,1,1,0,7
3371,0,1,0,0,1
3372,0,1,0,0,0
3373,1,1,1,0,3
3374,0,2,0,0,1
3375,0,2,1,0,3
3376,0,1,0,0,2
3377,0,1,0,0,0
3378,0,2,1,1,0
3379,0,1,0,0,9
3380,1,1,0,0,2
3381,0,1,0,0,8
3382,0,2,0,1,5
3383,1,1,3,2,0
3384,0,1,0,0,1
3385,0,2,1,0,8
3386,0,1,0,0,2
3387,0,1,1,0,0
3388,0,1,0,0,0
3389,0,1,0,0,2
3390,0,2,1,0,2
3391,1,1,0,0,0
3392,0,1,1,1,21
3393,1,2,0,0,2
3394,0,1,1,0,5
3395,0,1,0,0,19
3396,0,1,0,0,3
3397,1,2,1,5,3
3398,0,2,1,1,9
3399,1,0,0,0,1
3400,0,2,0,0,2
3401,0,1,3,0,2
3402,1,2,1,5,1
3403,0,0,0,0,1
3404,0,1,3,1,3
3405,1,1,0,0,3
3406,0,2,0,0,0
3407,0,1,0,0,28
3408,0,1,0,0,2
3409,1,2,1,0,1
3410,0,1,0,4,9
3411,0,2,0,0,4
3412,0,1,0,1,21
3413,0,1,1,0,0
3414,0,1,1,0,1
3415,1,1,0,0,4
3416,1,1,1,0,0
3417,1,1,1,0,4
3418,0,1,0,0,20
3419,0,2,0,2,0
3420,0,1,0,0,9
3421,0,1,0,0,1
3422,0,1,0,0,1
3423,1,1,0,0,0
3424,1,1,1,2,0
3425,0,1,0,0,0
3426,0,1,0,0,4
3427,0,1,0,0,0
3428,0,1,3,0,0
3429,0,1,1,0,0
3430,0,1,0,0,3
3431,0,1,3,0,5
3432,0,2,1,1,5
3433,0,2,1,4,1
3434,0,1,0,0,0
3435,0,1,0,1,0
3436,0,1,1,0,2
3437,0,2,2,0,1
3438,0,2,0,1,13
3439,1,1,0,0,2
3440,0,2,2,1,0
3441,0,3,1,0,7
3442,0,1,0,0,3
3443,0,1,0,0,1
3444,0,2,0,0,0
3445,0,1,1,0,3
3446,0,2,3,1,2
3447,0,1,0,0,1
3448,1,2,1,4,0
3449,0,2,2,1,1
3450,0,2,3,1,0
3451,0,2,0,0,1
3452,0,1,3,0,0
3453,0,1,0,0,0
3454,0,2,1,5,1
3455,1,1,3,0,1
3456,0,2,0,0,7
3457,0,1,1,0,5
3458,1,1,1,0,0
3459,0,1,0,0,1
3460,0,1,1,0,2
3461,1,1,2,1,0
3462,0,1,2,0,5
3463,0,1,1,0,1
3464,0,2,0,0,1
3465,1,1,0,0,2
3466,0,1,0,0,6
3467,1,1,0,0,0
3468,0,2,1,2,3
3469,1,1,0,0,2
3470,0,1,1,0,4
3471,0,2,1,1,0
3472,1,2,2,1,4
3473,0,1,0,1,11
3474,0,2,0,1,22
3475,0,1,1,0,0
3476,0,1,0,0,5
3477,0,2,0,0,19
3478,0,2,0,0,0
3479,0,1,1,0,1
3480,0,2,2,0,1
3481,0,1,0,1,0
3482,0,1,1,0,0
3483,0,1,0,0,5
3484,1,1,0,0,0
3485,0,3,0,0,11
3486,0,2,3,1,1
3487,1,1,0,0,4
3488,1,1,1,1,1
3489,0,1,0,0,2
3490,1,1,0,0,9
3491,0,1,3,0,11
3492,0,1,0,0,3
3493,0,2,0,0,5
3494,0,1,0,0,11
3495,0,2,0,0,13
3496,0,2,0,0,4
3497,0,1,0,0,4
3498,1,1,1,0,1
3499,0,1,0,0,6
3500,0,1,1,1,9
3501,0,1,1,1,4
3502,0,1,1,0,3
3503,0,1,1,0,0
3504,0,1,2,0,1
3505,0,1,0,0,0
3506,0,2,1,1,1
3507,1,1,1,0,1
3508,0,1,0,0,8
3509,0,1,0,0,0
3510,0,1,1,0,2
3511,0,1,3,0,4
3512,0,2,0,0,9
3513,0,2,1,0,0
3514,0,1,0,0,2
3515,0,2,1,1,1
3516,0,2,1,0,1
3517,0,1,0,0,11
3518,0,2,1,0,2
3519,0,1,1,0,0
3520,0,1,0,0,6
3521,0,1,1,0,1
3522,0,1,2,1,1
3523,1,2,1,5,5
3524,0,1,0,0,0
3525,0,1,1,1,0
3526,1,2,1,5,3
3527,0,2,3,2,1
3528,0,1,2,0,2
3529,0,2,1,0,4
3530,0,2,2,0,0
3531,0,1,0,0,6
3532,1,2,0,0,0
3533,1,1,1,1,2
3534,0,1,0,0,5
3535,0,1,1,0,12
3536,1,2,0,4,2
3537,0,2,0,0,0
3538,1,1,1,0,0
3539,0,1,0,0,7
3540,1,1,1,0,1
3541,0,1,1,0,0
3542,1,1,0,0,2
3543,1,2,1,5,4
3544,0,1,1,1,3
3545,0,1,2,0,5
3546,0,1,0,0,3
3547,0,1,0,0,17
3548,0,0,1,0,4
3549,0,1,1,0,3
3550,0,1,3,5,0
3551,0,1,0,0,10
3552,0,2,1,0,5
3553,1,1,1,0,0
3554,0,3,1,0,10
3555,0,1,0,0,16
3556,0,1,0,0,6
3557,0,1,0,0,4
3558,0,1,0,0,0
3559,0,1,2,1,1
3560,1,2,1,1,0
3561,0,1,1,0,1
3562,0,1,1,0,1
3563,0,1,1,0,1
3564,0,1,1,1,0
3565,0,1,0,0,14
3566,1,3,1,0,0
3567,0,2,1,0,4
3568,1,1,0,0,0
3569,0,1,2,0,0
3570,1,1,2,5,0
3571,1,1,1,0,4
3572,0,0,2,0,0
3573,0,2,0,5,7
3574,0,2,1,0,2
3575,0,1,3,0,2
3576,0,1,0,0,5
3577,0,1,0,0,1
3578,0,1,0,0,1
3579,0,2,0,0,9
3580,0,1,0,1,2
3581,0,2,1,0,1
3582,0,1,0,0,2
3583,1,2,1,0,1
3584,0,1,0,5,21
3585,1,1,0,0,1
3586,0,1,1,0,4
3587,1,1,0,0,22
3588,0,1,1,0,13
3589,1,1,1,0,0
3590,0,1,0,0,0
3591,0,2,0,0,0
3592,1,2,1,1,0
3593,0,2,0,0,3
3594,0,1,0,0,9
3595,0,1,1,0,0
3596,0,1,0,0,1
3597,0,2,1,0,0
3598,0,1,0,0,2
3599,0,1,0,0,2
3600,0,2,0,0,12
3601,0,1,1,0,0
3602,0,1,0,0,13
3603,0,2,1,0,2
3604,0,1,0,0,4
3605,0,1,0,0,1
3606,0,1,0,0,1
3607,0,1,1,0,0
3608,0,1,1,0,0
3609,1,1,1,0,0
3610,0,1,2,0,0
3611,0,2,0,0,19
3612,0,3,0,0,7
3613,1,1,0,1,1
3614,0,1,1,0,5
3615,0,1,0,0,1
3616,0,2,1,1,1
3617,0,1,1,0,1
3618,1,1,2,0,7
3619,1,1,0,0,4
3620,1,1,2,0,2
3621,0,1,1,0,3
3622,0,1,0,0,0
3623,0,2,1,5,0
3624,1,2,2,5,0
3625,0,1,3,0,6
3626,0,1,1,0,1
3627,1,1,0,0,1
3628,1,1,1,0,0
3629,0,2,2,0,10
3630,0,1,2,0,3
3631,0,2,1,0,6
3632,0,1,0,0,8
3633,0,1,1,0,0
3634,0,2,0,1,20
3635,0,2,0,0,10
3636,0,1,0,0,1
3637,0,2,0,1,4
3638,0,2,0,5,0
3639,0,1,1,0,0
3640,0,1,0,0,2
3641,0,1,1,0,0
3642,0,1,0,0,0
3643,0,1,1,0,2
3644,0,1,1,0,3
3645,1,1,0,2,0
3646,0,1,0,0,11
3647,0,2,1,6,0
3648,0,1,0,0,7
3649,0,1,1,0,2
3650,0,1,0,0,1
3651,0,2,1,0,1
3652,0,2,1,0,3
3653,0,2,1,1,2
3654,0,1,0,0,1
3655,1,1,1,0,0
3656,0,1,1,0,0
3657,0,1,1,1,1
3658,0,1,0,0,16
3659,0,1,2,0,3
3660,0,1,0,0,1
3661,0,1,0,0,0
3662,1,1,1,1,2
3663,0,1,1,4,16
3664,1,2,0,2,1
3665,0,1,0,0,0
3666,0,1,0,0,0
3667,0,1,0,0,19
3668,0,1,0,0,1
3669,0,1,1,0,0
3670,1,1,1,0,3
3671,0,2,0,0,13
3672,0,1,2,0,2
3673,0,1,0,0,4
3674,0,1,3,1,0
3675,0,1,1,0,2
3676,0,2,1,0,2
3677,0,1,0,1,14
3678,0,1,0,0,0
3679,0,1,0,0,8
3680,1,1,3,0,4
3681,0,1,0,0,0
3682,0,1,0,0,0
3683,0,2,0,0,0
3684,1,1,1,0,2
3685,0,2,1,0,2
3686,0,2,1,6,0
3687,0,1,0,0,2
3688,1,2,0,0,2
3689,0,1,0,0,0
3690,0,2,1,0,0
3691,1,1,0,0,0
3692,0,1,1,0,1
3693,0,1,1,0,8
3694,0,1,1,0,0
3695,0,2,0,0,0
3696,0,1,1,1,4
3697,0,1,2,0,3
3698,0,1,0,0,5
3699,0,1,0,0,4
3700,0,2,1,0,9
3701,1,1,0,0,3
3702,0,1,0,0,13
3703,0,1,1,0,1
3704,0,2,2,5,1
3705,0,1,0,0,2
3706,0,1,1,0,0
3707,0,1,0,0,22
3708,0,1,0,0,1
3709,0,1,0,0,2
3710,0,2,1,0,4
3711,0,1,1,0,2
3712,0,1,0,0,7
3713,0,2,0,1,0
3714,0,2,1,1,0
3715,0,1,1,0,2
3716,1,1,1,0,0
3717,1,1,1,4,1
3718,0,1,1,0,4
3719,0,2,0,0,1
3720,0,1,0,0,0
3721,0,1,0,0,3
3722,0,1,0,1,0
3723,0,1,0,1,4
3724,0,2,1,0,2
3725,0,1,1,0,1
3726,0,1,3,0,2
3727,0,1,2,0,0
3728,0,1,1,0,2
3729,0,2,1,1,1
3730,1,1,2,0,0
3731,0,1,0,0,6
3732,0,2,2,1,18
3733,0,2,2,2,0
3734,0,1,1,0,4
3735,0,1,3,0,6
3736,0,1,0,0,1
3737,0,2,1,1,0
3738,0,1,1,0,1
3739,1,1,0,0,1
3740,1,1,1,0,7
3741,1,1,0,0,13
3742,0,2,1,0,9
3743,0,1,1,0,0
3744,0,1,1,4,2
3745,0,2,1,0,3
3746,0,2,1,0,6
3747,0,1,0,0,1
3748,0,2,1,2,2
3749,0,1,1,0,1
3750,0,1,0,0,5
3751,1,2,1,5,1
3752,0,1,0,0,0
3753,0,1,0,0,4
3754,0,3,1,0,0
3755,0,1,1,0,5
3756,1,1,1,1,0
3757,1,2,1,1,0
3758,0,1,2,0,1
3759,0,1,0,0,1
3760,0,2,1,5,1
3761,1,1,0,0,0
3762,0,1,1,0,6
3763,0,1,1,0,1
3764,1,1,0,0,0
3765,0,1,0,0,11
3766,1,1,0,0,0
3767,0,1,3,0,0
3768,0,1,1,0,8
3769,1,1,0,0,4
3770,0,1,0,0,6
3771,0,2,1,0,0
3772,0,1,1,0,1
3773,0,1,1,0,2
3774,0,1,1,0,8
3775,0,1,1,0,6
3776,0,1,1,0,3
3777,0,2,1,0,5
3778,0,2,3,1,0
3779,0,1,0,0,3
3780,0,1,0,0,2
3781,0,2,0,0,10
3782,0,1,0,0,0
3783,0,2,3,1,1
3784,0,1,3,0,0
3785,0,1,0,0,0
3786,0,2,1,2,2
3787,0,1,1,0,4
3788,0,2,1,1,3
3789,0,0,0,0,3
3790,0,1,1,0,2
3791,0,2,0,1,13
3792,0,2,1,5,2
3793,0,1,0,0,6
3794,0,1,0,0,1
3795,1,1,0,0,0
3796,0,1,1,0,17
3797,0,1,3,0,0
3798,0,2,1,0,6
3799,1,1,1,2,0
3800,0,2,0,2,19
3801,0,2,1,0,12
3802,0,1,0,0,6
3803,0,2,0,0,11
3804,0,2,3,1,7
3805,0,1,0,0,12
3806,1,1,1,0,0
3807,0,2,0,0,3
3808,0,1,0,0,1
3809,1,1,1,0,3
3810,0,2,0,5,26
3811,1,1,0,0,1
3812,0,1,0,0,0
3813,0,1,0,0,4
3814,1,2,1,5,6
3815,0,1,0,0,4
3816,0,1,1,5,7
3817,0,1,0,0,15
3818,0,0,0,0,1
3819,0,1,1,0,2
3820,0,2,0,0,7
3821,0,1,0,4,17
3822,0,1,1,0,0
3823,0,1,1,0,0
3824,0,1,0,0,1
3825,0,1,0,0,4
3826,0,1,0,0,7
3827,0,1,0,0,0
3828,0,0,1,0,0
3829,1,1,1,0,0
3830,1,2,0,0,0
3831,0,1,0,6,0
3832,0,2,0,0,1
3833,1,2,1,1,3
3834,0,1,0,0,3
3835,0,1,0,0,11
3836,1,2,1,0,7
3837,1,1,0,0,5
3838,1,1,1,0,2
3839,0,1,0,0,7
3840,0,2,0,0,0
3841,0,1,0,0,1
3842,0,2,0,4,3
3843,0,2,1,1,0
3844,0,1,0,1,9
3845,0,1,0,0,10
3846,0,2,1,1,0
3847,1,1,0,0,1
3848,0,1,0,0,0
3849,0,2,0,0,5
3850,0,1,0,0,6
3851,0,1,0,0,0
3852,0,1,0,0,0
3853,1,1,0,0,0
3854,0,0,0,0,0
3855,0,1,1,0,0
3856,0,1,0,0,0
3857,0,1,0,0,0
3858,0,1,0,5,1
3859,0,1,1,0,4
3860,0,1,0,0,15
3861,0,1,0,2,6
3862,0,1,0,0,6
3863,1,1,1,0,2
3864,0,1,0,3,4
3865,1,1,0,0,1
3866,0,1,1,5,5
3867,0,0,1,0,1
3868,1,2,0,0,12
3869,0,1,1,0,8
3870,0,1,0,0,8
3871,1,2,0,0,1
3872,0,1,1,0,2
3873,0,3,0,1,0
3874,0,1,0,0,2
3875,0,1,0,0,4
3876,0,1,1,0,5
3877,0,2,1,0,6
3878,0,1,0,0,2
3879,0,1,0,0,0
3880,1,1,1,0,2
3881,0,1,0,0,3
3882,1,2,1,1,1
3883,1,1,0,0,1
3884,0,2,1,0,7
3885,0,2,0,0,1
3886,1,1,1,0,3
3887,0,0,0,0,2
3888,0,2,1,0,3
3889,0,1,1,0,8
3890,0,1,2,1,0
3891,1,2,1,1,1
3892,0,1,2,2,4
3893,0,1,0,0,1
3894,0,2,2,0,1
3895,0,1,0,0,0
3896,0,1,0,0,1
3897,0,1,0,0,1
3898,0,2,0,1,0
3899,1,1,1,5,1
3900,1,1,3,0,0
3901,0,1,0,0,4
3902,0,1,1,0,2
3903,0,1,3,4,0
3904,0,2,3,1,2
3905,0,1,2,0,1
3906,1,2,1,0,0
3907,1,1,0,0,2
3908,0,3,1,5,0
3909,0,1,1,0,5
3910,1,2,3,1,0
3911,0,2,0,0,1
3912,1,2,0,0,3
3913,0,1,3,1,0
3914,0,2,2,2,2
3915,0,2,0,1,3
3916,0,2,0,2,0
3917,0,1,1,0,2
3918,1,2,1,1,0
3919,0,1,2,0,3
3920,0,1,1,0,14
3921,0,2,0,0,17
3922,0,1,1,0,3
3923,0,1,1,5,2
3924,0,1,0,0,1
3925,0,1,0,0,5
3926,0,2,1,5,1
3927,0,1,1,0,1
3928,1,1,0,0,0
3929,0,2,0,0,3
3930,1,2,1,0,0
3931,1,1,0,0,0
3932,0,1,2,0,16
3933,1,1,0,0,0
3934,0,1,0,5,0
3935,0,1,1,0,5
3936,0,1,2,0,1
3937,0,1,0,0,0
3938,1,1,1,0,0
3939,0,1,0,0,7
3940,0,1,1,0,0
3941,1,1,1,0,5
3942,0,2,0,0,3
3943,1,2,0,0,0
3944,0,1,0,4,1
3945,1,1,1,0,6
3946,1,0,0,0,0
3947,0,1,0,0,1
3948,0,1,0,0,1
3949,0,1,0,0,0
3950,1,1,2,0,2
3951,0,1,0,0,9
3952,0,1,0,0,9
3953,0,0,1,0,0
3954,0,1,0,0,9
3955,0,1,1,0,9
3956,0,1,0,0,2
3957,0,1,0,0,21
3958,0,2,1,0,2
3959,0,1,2,0,2
3960,0,1,1,0,3
3961,1,3,0,5,5
3962,1,1,1,0,2
3963,0,2,0,0,0
3964,0,1,0,0,0
3965,0,1,0,0,5
3966,0,2,0,4,14
3967,0,1,0,0,2
3968,0,2,0,0,11
3969,0,1,3,1,0
3970,0,1,1,0,5
3971,0,0,0,0,0
3972,0,1,0,0,2
3973,1,1,0,0,0
3974,0,2,0,1,0
3975,1,3,1,3,8
3976,0,1,2,5,3
3977,0,2,0,0,3
3978,0,1,1,0,0
3979,0,1,0,0,1
3980,1,1,2,0,0
3981,0,2,0,0,8
3982,0,1,0,0,6
3983,0,1,0,0,10
3984,0,1,1,0,2
3985,0,1,0,0,12
3986,0,1,0,0,4
3987,0,1,0,0,7
3988,0,1,0,0,1
3989,0,2,0,5,2
3990,0,1,1,1,2
3991,0,2,0,0,16
3992,0,1,1,0,1
3993,0,1,0,0,3
3994,0,1,0,0,13
3995,0,1,0,0,2
3996,0,2,1,0,0
3997,0,1,2,0,2
3998,1,1,2,0,0
3999,1,1,1,0,6
4000,0,2,0,1,5
4001,0,1,0,0,2
4002,0,2,0,0,12
4003,0,2,0,0,1
4004,0,2,1,5,1
4005,0,2,1,0,6
4006,1,2,1,0,0
4007,0,1,1,2,5
4008,0,1,0,0,0
4009,0,2,1,0,1
4010,1,1,0,0,2
4011,0,3,1,5,4
4012,0,2,2,0,15
4013,0,1,0,0,0
4014,0,1,3,0,4
4015,0,2,0,0,9
4016,0,1,2,0,4
4017,0,2,0,0,0
4018,0,1,0,0,9
4019,0,2,2,2,1
4020,0,1,3,0,5
4021,0,1,0,1,4
4022,1,2,1,0,22
4023,0,2,0,1,0
4024,1,2,1,5,3
4025,1,1,1,0,1
4026,1,1,2,0,2
4027,0,1,2,5,0
4028,0,1,0,0,5
4029,0,1,0,0,4
4030,0,1,0,0,1
4031,0,1,1,0,5
4032,0,1,1,0,0
4033,0,1,0,0,0
4034,0,1,1,0,4
4035,0,2,0,0,11
4036,0,1,0,0,1
4037,0,1,0,0,12
4038,0,1,0,1,13
4039,1,1,2,6,0
4040,0,2,0,1,15
4041,0,1,0,0,3
4042,0,1,0,0,15
4043,0,2,1,5,0
4044,0,1,0,0,12
4045,1,3,0,0,1
4046,0,1,3,0,0
4047,1,1,0,0,0
4048,0,2,1,0,28
4049,0,1,0,0,7
4050,0,2,0,0,1
4051,0,2,1,0,4
4052,0,1,0,0,16
4053,1,1,0,0,0
4054,0,2,1,0,13
4055,0,2,0,0,0
4056,1,1,0,2,0
4057,1,2,1,3,0
4058,0,1,0,0,1
4059,0,1,0,0,0
4060,1,2,1,1,0
4061,0,1,1,0,1
4062,0,1,3,0,0
4063,0,1,1,0,0
4064,0,1,0,0,7
4065,1,1,1,0,3
4066,1,1,1,0,0
4067,1,3,0,0,0
4068,0,1,2,2,1
4069,0,1,1,0,5
4070,0,1,0,0,0
4071,1,1,0,0,5
4072,0,1,0,0,1
4073,0,1,1,1,1
4074,0,3,0,0,13
4075,0,1,1,0,2
4076,0,1,0,0,1
4077,1,1,0,0,1
4078,1,1,1,1,11
4079,0,1,0,0,3
4080,0,1,1,0,0
4081,0,2,1,0,1
4082,1,1,2,4,0
4083,1,1,0,4,0
4084,0,1,0,0,6
4085,0,0,3,0,0
4086,0,1,0,0,1
4087,1,1,2,1,2
4088,1,1,0,0,5
4089,0,1,1,0,1
4090,0,2,1,1,3
4091,0,1,1,0,4
4092,0,1,1,0,0
4093,0,1,3,0,2
4094,0,0,1,0,5
4095,0,1,2,0,2
4096,0,1,2,0,2
4097,0,1,0,0,1
4098,0,2,0,0,0
4099,0,2,0,0,12
4100,0,1,1,0,1
4101,1,2,1,4,8
4102,0,1,0,0,2
4103,1,1,0,0,0
4104,0,2,0,5,5
4105,0,3,1,0,1
4106,1,2,0,3,6
4107,0,1,1,0,4
4108,0,1,0,0,9
4109,0,2,1,0,2
4110,0,2,0,0,12
4111,0,1,1,0,1
4112,0,1,3,0,0
4113,1,1,0,0,2
4114,0,2,2,2,2
4115,0,1,1,5,1
4116,0,3,1,5,3
4117,0,2,1,1,0
4118,0,1,0,0,0
4119,0,1,1,0,1
4120,0,1,0,0,1
4121,0,1,0,0,0
4122,1,1,0,4,1
4123,1,3,0,1,0
4124,1,2,1,0,0
4125,0,2,0,1,0
4126,0,1,0,0,0
4127,0,2,0,1,0
4128,0,1,0,0,10
4129,0,1,2,0,1
4130,0,2,0,5,1
4131,0,1,1,0,1
4132,0,1,0,0,15
4133,0,1,0,0,2
4134,1,1,0,0,0
4135,0,2,0,0,0
4136,0,1,1,0,5
4137,0,2,0,1,0
4138,0,1,0,0,2
4139,0,1,1,0,1
4140,1,2,3,0,0
4141,0,1,1,5,1
4142,0,1,2,6,0
4143,0,3,2,5,2
4144,0,1,0,4,0
4145,0,2,2,5,1
4146,1,1,1,0,1
4147,0,2,0,0,0
4148,0,1,1,0,3
4149,0,1,0,0,21
4150,0,1,1,0,0
4151,1,1,1,0,0
4152,0,1,0,0,1
4153,0,2,0,0,3
4154,0,0,0,0,2
4155,0,1,1,1,2
4156,1,1,0,0,3
4157,0,2,1,5,3
4158,0,1,0,0,0
4159,1,1,0,0,3
4160,0,1,0,0,4
4161,1,1,1,0,4
4162,0,0,0,0,1
4163,1,2,0,0,1
4164,1,1,0,0,15
4165,0,1,0,4,0
4166,0,1,0,0,0
4167,0,1,1,0,2
4168,0,1,1,0,0
4169,0,2,0,1,0
4170,1,1,0,0,3
4171,1,1,0,0,1
4172,0,1,0,0,0
4173,0,1,0,0,35
4174,0,1,1,0,2
4175,1,1,1,0,0
4176,0,1,0,0,1
4177,1,1,3,1,4
4178,0,1,0,0,3
4179,1,1,0,0,3
4180,0,2,0,5,0
4181,0,1,1,0,1
4182,0,1,1,0,10
4183,0,2,1,0,0
4184,0,2,1,0,1
4185,0,1,0,0,7
4186,0,1,1,0,0
4187,0,1,1,0,0
4188,0,1,0,0,5
4189,0,1,0,0,0
4190,0,1,1,0,0
4191,0,1,0,0,12
4192,1,1,1,0,4
4193,0,1,0,0,1
4194,1,1,0,2,0
4195,0,1,0,0,4
4196,0,1,1,0,1
4197,1,1,1,4,0
4198,0,1,0,0,18
4199,0,1,0,0,2
4200,1,2,1,0,1
4201,0,1,3,0,0
4202,1,1,0,1,0
4203,1,1,1,0,1
4204,0,1,0,0,2
4205,1,1,0,0,0
4206,0,1,1,0,3
4207,0,2,2,4,7
4208,1,1,2,0,0
4209,1,1,1,0,0
4210,0,0,1,0,1
4211,0,1,0,0,0
4212,1,2,2,1,0
4213,0,1,0,0,2
4214,0,2,0,0,0
4215,1,1,0,0,1
4216,0,1,0,0,1
4217,0,1,0,0,3
4218,0,1,0,0,5
4219,0,1,3,0,0
4220,1,1,1,0,0
4221,0,1,1,0,2
4222,1,1,2,0,0
4223,1,0,0,0,0
4224,0,1,1,0,0
4225,1,1,1,4,0
4226,0,1,0,0,12
4227,0,1,0,0,2
4228,0,0,1,0,0
4229,1,1,1,0,0
4230,0,3,2,0,1
4231,0,1,0,0,8
4232,1,1,1,5,0
4233,0,2,0,0,4
4234,1,1,1,0,0
4235,0,1,2,0,2
4236,0,1,0,0,9
4237,0,2,1,5,0
4238,0,1,0,0,1
4239,1,1,0,0,1
4240,0,2,1,1,1
4241,1,2,0,1,21
4242,0,2,3,4,0
4243,0,2,2,2,0
4244,0,3,0,3,12
4245,0,2,0,2,3
4246,1,1,1,0,2
4247,0,1,1,0,13
4248,0,1,0,0,0
4249,0,1,1,0,3
4250,0,0,0,0,0
4251,0,2,1,1,1
4252,1,1,1,0,1
4253,0,2,0,0,5
4254,0,2,1,2,2
4255,0,1,0,0,0
4256,0,1,0,0,6
4257,0,1,3,0,0
4258,0,1,0,0,0
4259,0,1,0,0,1
4260,0,1,0,0,3
4261,0,1,1,0,1
4262,0,1,0,0,2
4263,1,1,0,0,0
4264,1,2,1,0,0
4265,0,1,2,0,2
4266,0,1,0,0,1
4267,0,2,2,1,13
4268,0,3,0,0,22
4269,0,1,0,0,0
4270,0,1,1,0,2
4271,0,2,0,0,0
4272,1,1,1,1,3
4273,0,1,2,1,1
4274,0,1,1,0,0
4275,0,2,1,0,3
4276,1,1,1,0,2
4277,0,2,0,0,8
4278,0,1,0,0,0
4279,1,1,0,0,4
4280,0,2,1,0,0
4281,0,1,1,6,7
4282,0,1,3,1,0
4283,0,1,1,0,1
4284,1,1,0,0,0
4285,0,2,1,5,3
4286,0,1,2,0,0
4287,0,1,0,0,5
4288,0,1,0,1,0
4289,0,1,0,0,6
4290,1,1,0,6,1
4291,0,1,1,0,11
4292,0,2,0,1,2
4293,0,1,1,0,0
4294,1,1,0,0,2
4295,0,2,1,0,1
4296,0,1,2,0,2
4297,0,1,0,0,17
4298,1,2,1,5,1
4299,0,1,1,4,0
4300,1,1,3,0,0
4301,0,2,0,0,17
4302,1,1,0,4,0
4303,0,1,1,0,3
4304,0,0,0,0,1
4305,0,1,0,0,0
4306,0,1,0,0,2
4307,0,1,2,0,0
4308,0,3,0,0,4
4309,0,1,1,0,0
4310,0,1,0,0,1
4311,1,1,0,0,0
4312,1,1,0,0,1
4313,1,1,2,0,0
4314,0,1,0,0,21
4315,0,0,2,0,0
4316,1,3,0,0,1
4317,0,1,0,0,9
4318,0,1,0,0,1
4319,1,1,0,0,0
4320,0,1,0,1,10
4321,0,2,0,0,1
4322,0,1,0,0,0
4323,0,1,0,0,2
4324,0,1,1,0,1
4325,0,2,0,1,1
4326,0,1,1,1,0
4327,0,1,0,4,0
4328,0,1,1,0,3
4329,1,1,0,0,0
4330,0,1,0,0,1
4331,1,1,1,1,0
4332,0,3,1,5,2
4333,1,2,0,0,1
4334,1,1,0,0,4
4335,1,2,1,1,0
4336,0,1,0,0,2
4337,1,1,0,0,4
4338,0,1,0,0,0
4339,0,1,1,0,1
4340,0,2,1,0,3
4341,0,1,0,0,0
4342,0,1,0,0,2
4343,0,1,0,0,3
4344,0,1,2,0,0
4345,1,1,0,1,0
4346,0,1,0,0,0
4347,1,2,1,5,2
4348,1,2,3,0,2
4349,0,0,1,0,0
4350,0,1,0,0,10
4351,0,1,0,0,5
4352,0,1,0,0,4
4353,0,1,1,0,0
4354,1,2,3,5,6
4355,0,1,1,0,1
4356,1,1,0,0,13
4357,0,1,1,0,0
4358,0,2,2,0,1
4359,0,2,0,0,4
4360,0,1,2,0,1
4361,0,2,2,1,5
4362,0,2,0,0,3
4363,0,1,0,0,2
4364,1,1,0,0,0
4365,0,1,0,0,2
4366,0,1,2,0,1
4367,0,1,0,0,0
4368,0,3,0,0,20
4369,0,1,1,0,2
4370,0,1,0,0,2
4371,1,1,1,0,2
4372,1,1,0,0,6
4373,0,2,0,0,12
4374,0,1,0,0,1
