age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
18,0,392612,5,11,0,5,2,3,0,73434,677,52,29,0
88,3,1412067,10,1,3,11,2,1,0,1360,1352,51,29,1
48,1,1152189,15,15,5,7,0,2,1,44620,1253,9,9,0
82,5,576928,6,15,1,0,1,0,1,68527,3654,93,32,0
40,5,1109576,14,14,1,3,4,0,0,36607,4132,2,29,1
37,5,502593,1,14,6,12,4,3,1,43680,92,26,28,1
77,6,556343,12,1,0,12,2,1,0,11844,1477,60,17,1
33,1,1156058,3,2,4,2,0,4,1,11306,290,44,6,0
41,5,1441096,0,5,6,2,3,4,1,48948,3965,21,33,0
57,1,566373,3,3,4,13,4,3,1,61207,3812,81,6,0
32,2,798868,15,10,1,10,2,4,1,43037,168,75,14,1
19,0,162868,10,12,0,12,2,3,1,42395,4161,37,23,0
48,4,975783,2,8,1,4,1,1,0,9071,1056,73,21,1
86,4,584752,1,15,4,4,4,3,1,49401,1870,79,20,1
70,1,1404101,14,16,3,3,0,2,1,30276,2262,73,9,0
63,6,859203,9,3,4,9,5,4,1,89309,3631,51,19,1
86,3,1156883,7,11,5,0,2,1,1,13714,1763,34,38,0
19,6,983146,2,2,1,9,5,3,0,54440,2723,68,10,0
55,4,404672,12,5,4,9,0,0,1,75734,3512,95,38,1
38,0,1084608,13,11,3,13,3,0,0,50540,2290,97,17,0
87,0,796494,13,16,3,3,0,2,1,86280,5,97,10,1
67,2,585593,9,2,0,6,3,3,1,72845,869,5,10,1
75,4,24906,1,14,6,8,2,3,1,99755,600,92,16,0
30,5,879939,8,1,6,0,1,2,0,73665,906,70,35,1
78,3,574126,0,4,0,2,5,3,0,52881,233,17,18,1
81,5,489975,10,12,2,2,0,1,0,36511,576,36,13,1
33,1,358557,15,5,2,2,2,3,1,95729,239,10,7,0
63,3,400117,10,11,4,8,5,2,0,24451,493,20,35,1
75,2,1037038,14,8,4,4,0,4,0,91061,1347,5,32,1
86,6,1421940,6,5,5,4,3,4,1,85913,3438,22,11,1
76,0,1101303,15,7,1,13,1,3,1,76247,2654,46,6,0
59,5,1210151,14,1,2,8,2,4,0,79513,4117,74,11,1
31,5,699093,4,5,5,9,4,1,1,63046,1766,55,31,0
19,6,331208,2,12,5,13,4,0,1,38480,3205,52,20,1
87,3,751214,12,13,4,9,4,1,1,56836,4232,61,32,1
35,2,998439,0,12,4,11,5,0,1,11976,3446,50,5,1
47,2,717360,2,13,2,6,5,3,1,25541,1059,20,38,0
78,2,1317946,12,15,3,12,0,0,0,29941,627,54,13,1
90,2,755313,11,9,1,12,0,0,1,39094,4103,88,31,0
51,0,1034549,3,10,4,6,4,1,1,22076,3288,91,28,0
24,3,1217372,7,15,4,10,3,3,0,94747,1873,24,26,1
35,4,1389437,9,15,5,4,1,0,0,32325,726,11,4,1
62,4,1123421,8,16,0,10,4,3,0,56757,0,55,5,0
27,5,614339,6,1,5,12,1,0,0,933,3861,92,23,1
46,3,844716,1,10,6,11,3,2,0,91004,2654,32,15,0
28,2,813589,9,1,0,7,0,4,1,38724,2994,46,26,1
80,4,1242227,7,8,0,7,0,0,1,23440,425,61,40,0
66,4,1094809,8,11,3,0,0,0,1,93012,2908,7,19,0
79,5,283495,12,3,0,1,4,1,0,21693,3817,20,29,0
64,5,252353,5,12,3,1,1,4,1,97807,2788,85,25,0
39,1,1239649,10,14,2,1,2,4,1,91906,1053,36,15,0
17,1,220370,8,8,1,6,1,0,0,40280,3447,12,37,0
21,5,984300,0,8,3,13,3,1,0,52188,972,46,16,1
56,0,994847,12,10,0,3,1,2,1,25186,2009,86,10,1
52,3,357494,4,2,2,8,5,3,1,83849,4294,99,32,0
78,1,1401335,8,6,2,1,0,2,0,9838,837,31,17,0
34,1,987439,4,1,4,7,1,2,0,91421,2956,12,23,1
21,3,277833,3,15,5,4,5,0,1,42323,616,78,38,1
53,3,1158799,7,9,6,7,0,3,0,84060,4266,48,13,1
40,2,1336022,4,1,3,9,5,3,1,86829,415,77,17,0
63,1,554826,10,8,2,3,5,1,1,85974,3999,57,40,0
50,1,800222,11,15,4,2,1,0,1,82436,1142,26,14,0
37,2,531404,12,12,4,0,0,0,1,63087,3219,73,1,1
48,5,624827,15,1,4,13,1,2,0,15950,2034,38,40,1
64,3,122134,3,11,5,8,4,3,1,93946,4355,31,7,1
53,4,811995,11,2,2,5,3,4,1,89995,28,90,16,1
20,0,1078155,13,6,2,0,0,1,1,23157,347,68,11,0
72,4,490369,15,6,6,3,1,3,1,29491,3044,50,2,1
83,6,283991,8,16,5,0,5,4,0,63510,3132,34,22,0
75,3,1008925,14,11,4,7,5,2,0,62842,3728,8,13,1
47,5,621399,8,14,2,13,2,1,0,91353,2798,22,8,0
36,0,153988,4,9,4,6,3,2,1,70024,3593,15,15,1
70,0,1364387,3,5,2,12,0,4,0,20956,3804,87,25,1
88,2,674931,11,15,6,6,4,3,1,60503,3502,44,34,1
18,6,1127339,14,8,5,11,1,2,0,68660,2886,56,27,0
31,3,905790,11,1,6,4,0,2,1,89015,2724,91,26,0
51,2,571233,1,7,2,0,1,1,1,48554,2506,94,37,1
60,1,1373540,7,3,3,0,3,1,0,25062,393,17,37,1
84,4,1000482,12,4,6,9,5,2,0,76652,110,47,0,0
69,0,357614,5,7,6,3,2,4,1,18002,4081,48,0,1
72,5,141092,14,3,2,1,0,0,0,32266,2551,99,3,1
74,6,1346501,5,2,0,7,1,1,1,5194,1399,89,25,0
49,5,790763,0,14,4,9,1,2,1,56978,695,3,34,1
32,5,110215,6,15,4,5,4,3,0,61984,1629,89,17,0
31,6,207867,7,10,1,10,5,1,0,67970,2828,27,4,0
22,4,770657,1,7,1,7,1,3,1,67752,922,80,26,1
32,3,217922,12,2,6,2,4,0,0,11665,1052,24,13,0
81,5,921814,12,8,3,8,1,1,0,29747,2614,21,25,0
18,4,768594,14,1,2,8,2,2,0,8587,2302,28,18,0
51,4,305337,4,4,0,1,5,2,0,54417,3095,35,32,0
72,0,568380,7,2,0,3,0,1,1,10645,4200,28,8,1
46,5,813824,2,11,3,4,3,2,1,58254,400,8,31,0
19,3,558552,11,5,3,0,4,4,1,8677,4176,2,5,1
76,2,27513,11,11,6,4,0,0,0,80916,3515,16,4,1
73,1,351106,7,5,1,9,2,3,0,56528,3808,21,29,1
82,3,982863,3,2,3,8,3,4,1,46693,2230,28,14,0
22,3,585865,15,4,5,5,5,2,0,23404,2126,96,27,1
77,4,668945,15,6,5,10,2,0,1,80170,3298,54,39,1
30,4,1487576,9,15,4,7,0,1,1,87694,2142,57,20,1
67,6,577957,1,16,1,2,4,2,0,15160,3826,17,36,1
70,2,239186,12,11,4,6,0,3,0,41099,765,56,24,0
46,3,202697,11,14,4,7,5,2,1,23263,4009,69,6,0
29,3,207447,4,4,0,1,1,4,0,5663,655,57,15,1
47,1,102889,2,12,2,2,1,4,0,6668,3746,54,30,0
61,6,300540,8,9,5,9,4,4,1,76782,203,73,28,0
79,4,261861,7,14,5,10,2,0,1,49313,2398,20,3,0
38,4,146973,5,12,3,6,4,2,1,31307,2655,29,35,0
71,1,1308552,0,2,0,7,5,3,0,23049,3919,62,34,0
30,0,1471440,7,6,1,5,1,0,1,5047,1898,77,38,1
36,1,1086856,5,1,5,0,3,4,0,94589,3187,78,35,0
87,5,37828,10,11,4,1,2,4,0,90049,2074,7,35,1
61,1,1247764,15,11,3,5,5,0,1,36310,2777,25,9,0
19,2,965100,9,8,5,6,0,2,1,3998,3077,70,35,1
71,6,536829,5,9,4,5,1,1,1,90009,2550,37,31,0
55,5,554043,9,8,1,0,5,4,0,18591,2226,17,19,1
60,3,1231367,0,10,0,3,0,3,1,45588,3144,88,29,1
28,6,1350403,2,16,0,13,5,1,1,57443,1096,26,21,0
28,4,1321759,3,6,1,0,5,3,0,36824,2304,94,7,1
46,5,137242,7,9,6,2,5,1,1,19445,994,84,36,1
30,3,1040956,0,13,2,6,0,1,0,127,1676,88,31,0
43,1,571928,0,2,4,7,1,0,1,10127,4099,20,30,1
85,1,1187782,12,5,4,7,5,0,0,61658,2557,47,2,1
34,4,1416934,1,15,6,5,5,3,0,31016,3074,77,2,0
33,3,1475292,10,12,5,11,3,0,1,52452,3098,66,20,1
67,6,911867,7,7,6,0,1,1,0,51156,254,73,22,0
88,1,1152447,5,13,5,5,3,4,1,33575,828,69,30,0
65,5,546810,8,13,1,9,5,3,1,20731,3272,59,6,0
80,1,830282,5,10,5,0,3,1,0,38032,362,11,40,0
32,6,1180572,5,14,3,4,0,0,0,78495,692,27,15,1
63,4,67705,8,13,6,12,4,2,0,50601,4148,40,11,1
24,4,458426,8,9,6,1,4,0,0,46727,4001,55,21,1
44,6,239315,13,6,0,3,2,0,1,65431,649,12,11,1
85,6,1274360,14,3,5,0,0,0,0,16749,2199,15,17,1
36,0,1120660,11,7,2,7,0,4,1,86213,919,18,26,1
50,2,382823,3,15,3,8,1,4,0,5409,1791,99,24,1
30,2,99191,14,4,0,10,4,1,0,57999,1945,14,12,1
64,1,935864,12,12,1,1,0,0,0,16835,2757,1,28,0
72,4,1481493,1,6,6,10,3,3,0,10522,3277,60,25,1
62,4,1365540,11,6,6,0,5,1,0,44616,624,9,35,0
57,1,1412286,12,6,2,12,1,1,0,39205,4126,10,7,0
56,0,932964,4,4,2,2,2,4,1,74701,4260,94,13,1
87,1,1224942,0,15,2,9,3,1,1,29728,3216,93,21,0
51,2,188522,7,16,0,1,5,0,0,25911,1428,34,2,1
29,3,1119791,8,6,4,0,1,1,1,67485,3075,71,25,0
71,6,983363,5,1,4,2,1,4,0,43659,32,91,20,1
86,1,314588,10,16,6,8,1,4,1,55158,2052,82,39,0
17,4,1260078,15,12,6,13,4,0,1,77439,1545,98,21,1
69,4,947879,1,7,3,2,3,1,1,18919,1827,11,12,1
32,1,631621,15,8,5,8,2,1,0,4326,846,53,16,1
63,5,1227055,0,8,0,0,3,1,1,94691,796,24,24,1
24,4,423756,14,9,2,12,2,2,0,32809,2872,79,13,1
71,1,1160762,12,10,1,0,1,0,0,29144,4092,28,20,1
40,3,798129,11,3,0,6,5,2,0,72003,47,66,37,1
38,4,517495,8,16,1,6,4,4,1,58703,2551,15,31,0
90,1,1430002,4,11,5,11,5,3,1,13303,2083,24,25,1
53,2,98087,13,13,6,5,1,3,1,75942,470,91,30,1
20,5,1336472,14,2,4,4,1,2,0,91606,122,55,37,1
38,0,1350649,0,7,1,4,5,3,1,38936,3478,85,32,0
57,6,387999,11,15,6,6,4,3,1,27293,918,74,14,1
22,5,427332,5,7,2,7,5,4,0,93819,350,43,2,1
22,3,1488403,3,2,4,0,0,0,0,19491,1820,45,4,0
56,6,987163,3,16,3,8,4,1,0,45581,2840,13,8,1
61,1,1441994,0,3,4,8,2,4,1,52906,1778,75,18,1
74,5,738807,11,8,4,0,3,2,1,6112,4090,52,5,0
29,4,166365,1,16,2,3,0,2,0,15167,407,87,23,0
65,4,1379563,4,10,1,5,5,0,0,26275,3136,63,31,1
77,1,282668,5,3,6,13,1,3,1,62091,2785,36,18,1
19,4,1330003,12,15,1,1,2,3,1,77127,156,45,33,0
27,1,410941,6,11,2,2,4,2,0,958,135,39,19,0
65,0,843880,6,2,2,13,2,4,1,36065,3639,97,33,0
48,6,208756,11,15,5,10,3,1,1,51157,715,47,35,1
25,6,670102,5,6,3,13,2,0,0,68582,4141,12,2,0
76,3,1460206,11,8,3,4,2,4,0,33977,1936,77,21,0
78,4,1024558,6,11,3,10,5,0,1,76347,244,94,29,0
65,0,546364,14,5,2,11,2,0,0,58251,1625,70,13,0
79,3,226362,2,6,3,0,3,1,1,81736,4338,17,3,0
57,0,613189,15,5,6,10,2,2,0,23892,3013,69,3,0
82,1,1344603,7,10,6,0,2,0,1,41078,3169,27,2,1
21,6,985868,6,3,1,11,4,4,1,18425,2038,93,34,0
23,6,1220877,7,1,2,12,1,0,0,66253,919,62,33,1
18,0,1486281,12,9,1,0,0,3,0,48500,980,17,30,1
46,1,1008568,8,15,4,11,3,1,1,30198,2940,7,38,0
34,0,1235223,1,8,5,11,1,1,0,98041,4000,81,36,0
32,6,177471,12,5,3,9,4,1,1,28341,3985,72,2,0
34,3,1270150,13,9,2,9,0,2,1,42348,2604,42,31,1
35,3,301637,0,15,2,5,5,2,1,90186,4332,90,36,0
81,5,1223107,8,8,4,0,5,3,0,55686,3044,87,24,0
84,5,674825,6,12,6,2,2,1,0,58388,646,60,28,0
58,3,92837,3,11,3,7,0,1,0,3527,3305,46,30,1
45,2,690230,1,10,6,9,2,3,0,29636,2945,5,16,1
18,1,999466,15,7,2,10,0,2,0,43321,3022,22,14,0
51,1,1346836,2,14,2,6,3,3,0,21654,1630,12,11,0
58,4,920750,10,15,5,4,5,3,0,95251,1355,12,33,0
88,2,821068,12,11,3,6,3,2,1,30460,300,6,32,0
53,1,640313,12,3,4,7,5,2,1,3453,3919,51,39,0
83,5,201496,6,13,0,9,1,0,0,56002,4223,16,34,1
77,1,840132,15,3,2,10,5,3,1,96744,1238,62,12,0
18,4,676745,6,3,3,9,3,0,0,33403,1803,25,1,0
74,3,1109615,1,6,5,0,2,0,1,5792,3520,96,29,0
25,2,548140,11,3,0,8,0,0,1,80349,1458,54,26,0
17,2,469047,0,4,1,3,1,1,1,42213,2852,87,21,1
82,4,738438,0,15,1,13,0,2,0,29964,1755,23,0,1
25,6,761199,11,12,4,3,1,4,0,50762,3646,68,30,1
70,4,998120,2,2,2,6,1,0,1,76039,1426,67,23,0
63,2,1415374,3,15,5,1,1,4,1,98943,1661,37,16,0
61,3,587114,4,2,6,9,0,0,0,37234,3749,36,40,0
89,3,516430,13,6,1,1,2,1,0,63068,1059,66,17,1
36,2,386280,12,11,6,0,1,1,0,33574,1971,72,28,1
66,5,1120172,12,15,1,11,1,4,0,68674,2018,99,21,1
79,4,395486,7,8,3,13,4,0,0,33598,3425,92,8,0
48,4,887725,0,12,0,8,4,3,0,76700,4189,70,18,1
71,6,173077,8,16,4,13,0,2,1,8065,1561,12,34,1
90,5,1324278,10,12,1,12,0,0,1,62835,887,99,9,1
59,0,1217573,11,1,1,13,3,3,0,68808,2715,21,34,0
74,6,517390,6,3,3,6,3,3,0,5355,1809,88,22,0
52,0,1330152,15,12,2,3,2,0,1,91214,1253,83,35,0
50,1,1163230,1,10,0,1,0,2,1,36338,2116,41,35,0
85,3,560651,3,10,1,11,1,2,0,25573,2206,48,1,1
40,3,313379,7,2,0,10,3,4,1,41665,3189,63,14,1
83,4,243111,3,8,5,6,0,2,0,98436,661,37,37,1
75,5,474559,12,1,0,2,4,3,0,40323,236,7,26,1
34,3,124266,14,12,4,12,3,2,0,17038,487,21,4,0
90,0,908213,11,15,0,4,5,4,1,60046,1278,27,32,0
43,3,238470,2,2,4,1,0,4,0,45437,3428,40,1,0
44,0,1276563,15,1,2,5,0,0,0,80822,2282,94,0,1
52,1,523119,10,14,6,4,0,4,1,32893,4057,2,16,1
42,5,408100,13,8,5,12,5,0,1,58464,2923,24,29,1
40,1,1432541,7,5,5,3,5,4,1,54591,41,54,0,1
59,2,177798,10,7,4,3,0,0,0,57119,619,50,34,0
33,2,1487534,0,8,2,0,2,0,1,91766,432,6,7,1
83,5,144764,5,5,2,2,5,1,0,43503,1520,5,33,0
69,3,1439310,3,10,4,3,1,4,0,80090,1051,6,1,0
34,4,322665,14,15,1,3,5,2,0,54755,1204,65,12,1
74,3,1461394,1,14,6,13,1,3,1,50897,2458,28,15,0
46,1,465009,11,9,6,5,0,3,0,94914,636,82,21,0
88,1,790585,5,12,2,6,5,4,0,10830,1870,57,31,0
38,4,571516,1,7,6,8,4,1,0,73362,1001,71,20,0
24,2,122622,4,4,4,9,3,2,0,48572,725,28,1,0
61,3,1354389,4,15,1,10,5,3,1,11198,1647,31,14,1
35,0,922482,2,13,1,4,0,4,1,38291,2953,73,12,1
56,2,1186698,9,16,4,2,0,1,0,59556,1307,74,6,0
79,2,932316,4,3,3,12,0,2,0,82877,3740,64,1,0
18,4,22010,11,2,1,11,2,4,1,56715,733,25,21,1
76,6,89212,9,14,0,9,4,4,0,55716,3609,50,5,1
66,3,304056,12,12,3,5,2,3,0,56761,3069,79,14,1
57,2,1372328,13,7,1,12,3,1,1,47595,2152,61,17,1
18,2,953344,6,12,5,8,1,0,1,46423,3228,8,12,0
74,5,255001,7,5,2,5,4,0,0,7108,1360,89,7,0
21,5,1138078,11,8,2,9,2,4,1,62208,1478,89,31,1
40,6,750808,2,6,3,1,1,4,0,30746,1014,28,12,1
44,3,1332659,1,10,4,12,2,3,0,43111,564,35,9,0
88,0,105164,1,5,5,7,4,0,1,26986,3362,6,27,1
83,6,82308,14,1,0,0,5,4,1,20475,1341,77,18,0
87,1,426568,11,12,0,5,2,3,0,89270,2739,11,8,0
32,2,793103,3,12,1,10,0,4,0,87553,2226,77,34,1
30,3,1300160,15,10,6,2,4,0,1,60580,4277,7,5,1
21,4,265206,8,3,3,4,4,2,1,45375,4278,60,31,1
86,0,500621,7,12,0,12,1,1,1,82303,3317,80,20,0
38,4,1058890,5,4,6,4,0,1,0,25292,3185,40,1,0
34,4,170036,1,13,3,12,4,2,1,27779,871,35,35,1
63,3,1115486,13,9,2,6,5,2,1,17854,1111,35,24,1
79,5,569876,1,15,6,9,3,4,1,95912,3024,40,20,0
70,6,834739,12,6,5,5,1,4,1,50266,227,35,36,0
18,3,880643,13,9,2,7,1,4,1,5155,3998,80,21,0
51,3,839456,4,5,6,5,0,3,0,73757,3094,14,0,1
62,0,1008025,2,1,1,4,4,2,0,57878,1825,81,28,0
40,4,555198,9,8,4,1,1,2,1,41468,2704,23,5,0
79,6,260127,4,6,6,5,2,3,1,52283,1360,57,9,0
68,3,725354,13,6,2,3,3,3,1,98594,3202,26,6,1
66,3,143146,8,1,4,9,2,3,0,20832,1296,62,15,0
27,6,1324073,10,5,6,6,1,0,0,9481,2094,5,1,0
60,3,1046610,10,9,5,11,3,3,1,87346,125,75,33,0
36,3,29757,14,13,2,7,0,0,0,81183,273,68,6,1
24,4,1151398,3,14,2,10,1,4,0,30000,3290,69,3,0
83,6,403655,8,15,1,8,5,4,0,60432,3437,23,0,0
66,6,1074950,4,8,1,13,3,2,1,31593,1463,65,33,1
77,5,480482,0,5,5,10,5,4,1,12041,3517,38,36,0
90,0,398708,15,1,2,1,5,3,0,78112,756,92,12,0
33,4,870557,0,15,5,9,2,3,0,27592,162,19,35,1
21,2,1318340,4,4,3,12,1,0,1,21994,1452,84,7,1
47,1,386665,12,5,4,6,5,4,1,32406,746,30,18,0
30,1,917479,1,2,2,3,3,4,0,68752,427,97,18,1
54,3,695871,10,2,0,6,3,3,0,61953,813,91,21,0
56,3,401232,14,15,0,10,3,1,0,98432,1319,85,30,1
31,0,1386438,13,12,5,8,0,4,1,83567,2885,90,7,1
80,0,475965,14,2,4,8,3,1,1,56236,1425,2,9,1
77,3,434704,8,12,1,0,2,4,1,94956,2715,36,0,0
45,0,1332013,10,13,1,6,4,3,1,82531,4054,33,30,0
81,1,817849,1,6,1,7,4,2,1,35544,1576,67,9,1
40,4,1013732,5,7,4,8,1,0,1,3368,4321,60,14,0
26,5,224727,12,5,1,6,0,3,0,50412,848,51,14,0
47,3,1467684,3,13,2,13,5,4,0,77146,1342,63,3,0
76,5,23881,14,11,2,10,0,3,1,17102,1810,30,2,1
82,3,952647,0,1,5,12,2,1,0,74483,2658,89,7,0
86,3,1344918,3,7,1,1,4,4,0,21356,1816,85,34,0
50,6,1388630,4,6,2,12,4,4,0,5517,1480,41,37,1
44,2,1489069,0,10,0,8,4,3,1,74267,502,75,5,1
28,1,482065,10,5,1,9,4,1,0,54926,520,44,39,0
90,0,295195,3,15,5,2,0,2,1,60577,4097,58,26,0
52,2,152311,8,5,0,11,0,3,0,74169,642,57,6,0
89,6,1284384,7,14,4,3,4,4,1,33379,2186,14,18,0
85,1,108906,7,7,6,5,1,1,1,81627,226,25,32,0
24,4,215464,6,7,1,12,3,0,0,14640,401,67,36,1
33,4,426380,13,15,1,4,2,0,0,42303,1563,34,3,1
55,3,1289224,9,14,3,10,4,1,0,1858,3090,94,22,1
51,4,582980,15,12,2,7,2,1,0,24475,19,28,19,1
78,3,593729,4,12,0,7,1,1,1,47635,1068,12,19,1
57,1,477112,13,8,3,5,2,2,0,2502,676,41,21,1
31,1,1455963,5,14,2,6,0,1,0,98736,1638,69,10,1
76,0,1336152,8,10,1,1,4,1,1,36660,3730,7,18,0
58,5,86592,12,1,1,6,5,1,1,73899,2978,67,40,1
76,1,236239,2,5,2,3,4,4,0,46873,3386,13,21,1
56,4,863751,6,11,5,2,3,0,0,81909,1515,37,34,0
51,5,1159796,12,12,6,9,1,2,1,25420,1907,8,25,0
31,1,131980,4,1,6,8,4,2,0,59887,246,4,18,1
41,6,1079155,12,5,3,11,1,3,1,59760,3523,31,10,1
56,5,1324233,15,6,2,5,3,0,1,33747,78,42,21,1
55,3,244844,4,16,6,2,1,4,1,82859,3750,95,3,1
43,0,565058,7,8,1,0,2,3,0,52654,1066,28,10,0
88,5,1433132,14,16,0,6,5,4,0,9880,923,13,24,0
52,5,1365502,1,15,6,8,0,1,1,2414,4180,66,23,0
89,3,590790,5,11,0,7,4,4,0,53359,2695,19,15,1
23,3,1302744,13,7,3,6,1,2,1,71140,2390,20,39,0
70,2,738321,14,11,2,12,1,4,1,33870,3304,86,25,0
71,0,1228181,15,15,1,2,2,0,1,39147,685,10,33,0
25,1,159461,6,6,1,9,4,2,0,20573,3432,20,1,1
17,0,1451834,2,8,5,13,3,4,1,10374,1033,89,11,0
65,2,292289,7,8,3,9,1,3,0,75385,1354,9,1,0
89,6,260343,0,7,3,11,1,1,0,76973,2646,76,12,0
37,5,642091,10,11,4,6,5,0,1,56081,1354,76,19,1
80,0,1286241,11,7,1,13,0,2,0,1520,1256,26,34,1
19,5,140755,2,12,6,0,4,2,0,24716,3922,5,7,0
64,3,844526,11,4,4,5,4,3,0,76747,3285,88,20,0
29,6,1124294,6,13,6,10,3,3,1,24586,1136,19,36,1
35,6,1482994,4,1,3,3,3,0,0,22378,4291,28,16,0
68,5,651103,5,14,3,11,4,4,0,79916,2691,21,24,1
61,6,52630,9,7,1,3,5,1,1,15817,1336,48,15,1
27,2,1297303,5,13,0,12,0,1,1,35089,2630,71,40,1
60,3,785438,15,16,3,10,0,2,0,8654,1514,12,27,0
73,2,891102,1,11,0,13,3,4,0,77442,4289,81,24,0
49,1,1451463,0,5,3,0,1,0,0,87248,1351,78,28,0
82,3,827441,10,6,5,9,0,4,1,29233,3690,39,40,0
43,1,578456,13,2,5,8,5,1,0,38831,2482,83,24,1
54,5,1293548,15,15,2,3,0,0,0,19246,527,70,11,0
20,5,1119788,2,7,3,12,1,4,0,106,194,31,26,1
23,0,1053469,13,16,3,5,3,4,1,1421,3993,34,13,0
70,0,1432204,11,13,5,0,4,3,0,37361,2240,88,6,0
77,5,397286,2,7,2,0,3,4,1,27214,1667,25,35,0
27,0,1422782,6,5,3,11,3,4,0,18055,1394,32,4,0
32,2,212741,3,14,1,11,5,2,1,78194,4222,23,14,1
63,2,1469708,4,8,0,0,0,4,1,38830,524,77,7,1
78,2,1200132,13,5,2,4,1,4,1,516,401,69,38,1
46,3,691146,6,8,0,1,3,3,1,78423,14,45,37,0
46,0,617995,2,10,5,12,4,2,1,42261,4206,70,16,1
52,0,445815,8,4,1,3,5,3,0,23235,3151,69,10,1
65,4,31093,0,5,2,13,0,0,1,98201,2161,1,36,1
39,6,1249037,2,14,6,6,0,1,0,36620,1556,22,23,0
26,0,193192,0,4,3,1,0,3,0,13486,3120,90,8,1
51,4,304926,0,5,1,4,1,1,1,23322,1714,15,1,1
20,0,513170,11,11,0,0,1,1,0,69727,3448,56,29,1
39,3,126099,12,11,5,8,4,3,0,1025,839,83,13,1
63,1,605712,8,2,1,1,5,0,1,21843,983,91,6,0
58,0,1357772,11,6,5,1,5,4,0,81618,3026,60,16,0
25,5,419755,6,9,6,10,3,2,1,12725,1205,44,7,1
82,0,928099,3,6,6,8,2,1,0,25115,1558,73,22,0
72,1,121694,11,15,3,10,5,3,1,32897,3527,32,34,1
47,1,895663,8,16,1,3,1,1,1,56015,4014,98,9,0
23,1,1067109,8,10,0,1,1,4,0,53644,1740,49,20,1
20,5,635682,4,1,4,0,1,2,0,56640,2210,91,12,1
33,4,542472,1,16,2,10,5,3,1,51564,452,83,15,0
26,2,1074486,1,10,2,1,1,3,0,94243,416,96,30,1
82,1,425007,1,11,0,1,5,3,1,2158,139,71,12,0
87,1,290036,8,8,4,13,5,3,0,13466,2370,86,15,1
41,4,391334,7,1,6,11,4,3,1,50026,2040,88,26,1
73,5,870048,13,9,6,3,0,4,0,41109,687,21,18,1
75,4,1293146,13,9,2,3,1,1,0,63021,1012,93,35,1
79,5,916049,10,3,5,11,4,3,1,95629,4285,67,37,1
82,1,268690,5,1,3,13,0,4,1,40321,142,20,7,1
85,2,554730,11,8,4,13,5,0,1,80131,2566,32,24,1
32,0,745736,9,10,3,6,4,2,0,51630,1036,4,29,1
53,2,127655,9,12,2,5,0,0,1,65577,3336,86,6,0
88,2,764830,5,5,4,6,4,1,1,50100,2691,70,10,1
71,0,1263807,1,11,0,9,5,4,0,57871,3574,49,30,0
60,5,471294,7,3,6,11,5,4,0,42390,3630,6,28,1
27,1,919108,1,6,3,8,0,1,1,21795,1443,55,9,1
70,2,795512,6,2,1,12,3,0,1,7144,2038,41,23,1
62,4,366642,9,13,1,8,5,3,1,81612,1279,25,12,0
85,4,662716,13,13,0,1,0,2,1,81582,110,94,12,0
39,0,1106120,6,10,2,6,2,2,1,99680,4006,71,5,0
45,2,1116667,13,1,6,2,2,3,0,54865,2139,88,32,1
86,6,1303221,2,10,6,9,4,0,1,13926,2695,61,12,1
27,1,769135,4,9,3,1,3,3,1,14115,3143,69,22,0
62,2,1129115,10,11,4,2,3,1,0,89346,4141,32,33,1
87,3,651630,12,11,0,12,1,1,1,53787,380,94,6,1
72,5,466872,12,9,0,8,2,0,1,34896,2230,37,4,1
76,5,473151,4,13,6,7,1,4,0,51454,2600,43,21,0
38,2,909769,1,15,0,2,2,4,0,34090,1311,65,11,1
20,6,296851,14,8,1,1,3,0,0,68781,3823,6,1,1
17,4,1152366,6,2,5,1,5,1,0,98407,2201,46,12,1
82,0,811102,13,7,2,0,5,4,0,63132,3584,2,40,0
19,4,288593,3,11,4,9,3,3,1,58290,2216,55,13,0
21,0,439051,0,8,5,7,0,3,1,30141,3057,34,29,0
21,1,717219,10,3,0,12,1,3,1,78365,1970,26,1,1
78,4,773250,5,7,0,8,4,2,0,3311,3479,46,36,0
56,4,777469,2,6,4,13,5,4,1,16236,3425,4,29,1
86,1,887582,5,10,0,9,0,4,0,47197,2243,44,12,0
41,6,1245026,15,5,5,13,0,3,1,97730,1712,54,40,0
62,4,134701,12,9,0,10,4,0,0,25338,2094,4,0,1
72,3,945510,1,14,4,10,5,3,1,72208,4245,78,30,0
26,5,490102,4,2,2,10,0,2,0,56380,3620,12,15,1
79,3,968537,14,7,4,1,1,4,0,26051,2033,19,35,0
60,2,498538,3,6,2,9,1,4,1,66530,538,92,5,0
69,3,671532,6,9,2,6,5,4,1,57595,353,41,19,0
63,3,130502,11,12,3,2,4,3,0,62539,1784,12,15,0
33,5,584952,4,3,2,5,1,0,1,31800,4159,26,22,0
62,4,616515,5,8,5,6,4,2,0,85605,2659,42,38,0
42,2,603351,5,13,5,11,4,1,0,59187,3555,63,0,1
85,1,185289,12,10,3,11,0,2,1,90778,3763,70,13,1
27,5,1314027,3,15,4,5,2,4,1,7144,1495,79,13,0
21,0,881465,10,15,3,10,5,4,1,68069,3921,87,26,1
17,1,1222796,1,1,5,13,5,4,1,89405,2520,86,39,1
